,Gas Limitation, Permission Check, Inappropriate Logic, Specialized DApp Features, Version Gap, Inappropriate Standard, Smells,,,,,,,,,,,,,
24039, ,,,,,,,,,,,,,,,,,,,
24042, ,,,,,,,,,,,,,,,,,,,
24043, ,,,Y,,,Deprecated APIs,,,,,,,,,,,,,
24044, ,,,,,,,,,,,,,,,,,,,
24050, ,,,,,,,,,,,,,,,,,,,
24060, ,,,,,,,,,,,,,,,,,,,
24063, ,,,,,,,,,,,,,,,,,,,
24082, ,,,,,,,,,,,,,,,,,,,
24093, ,,,,,,,,,,,,,,,,,,,
24097, ,Y,,,,,,,,,,,,,,,,,,
24112, ,,,,,,,,,,,,,,,,,,,
24117, ,,,,,,,,,,,,,,,,,,,
24130, ,,,,,,,,,,,,,,,,,,,
24133, ,,,,,,,,,,,,,,,,,,,
24134, ,,,,,,,,,,,,,,,,,,,
24141, ,,,,,,,,,,,,,,,,,,,
24158, ,,,,,,,,,,,,,,,,,,,
24159, ,,,,,,,,,,,,,,,,,,,
24160, ,,,Y,,,Missing Return Statement,,,,,,,,,,,,,
24167, ,,,,,,,,,,,,,,,,,,,
24175, ,,,,,,,,,,,,,,,,,,,
24176, ,,,,,,,,,,,,,,,,,,,
2418, ,,,,,,,,,,,,,,,,,,,
24202, ,,,,,,,,,,,,,,,,,,,
24206, ,,,,,,,,,,,,,,,,,,,
24210, ,,,,,,,,,,,,,,,,,,,
24222, ,Y,,,,,,,,,,,,,,,,,,
24228, ,,,,,,,,,,,,,,,,,,,
24239, ,,,,,,,,,,,,,,,,,,,
24241, ,,,,,,,,,,,,,,,,,,,
24254, ,,,,,,,,,,,,,,,,,,,
24258, ,,,,,,,,,,,,,,,,,,,
24265, ,,,,,Y,,,,,,,,,,,,,,
24273, ,,,,,,,,,,,,,,,,,,,
24286, ,,,,,,,,,,,,,,,,,,,
24313, ,,,,,,,,,,,,,,,,,,,
24320, ,,,,,,,,,,,,,,,,,,,
24321, ,,,,,,,,,,,,,,,,,,,
24326, ,,,,,,,,,,,,,,,,,,,
24327, ,,,,,,,,,,,,,,,,,,,
24341, ,,,,,,,,,,,,,,,,,,,
24353, ,,,,,,,,,,,,,,,,,,,
24359, ,,,,,,,,,,,,,,,,,,,
24379, ,,,,,,,,,,,,,,,,,,,
24380, ,,,,,,,,,,,,,,,,,,,
24381, ,,,,,,,,,,,,,,,,,,,
24384, ,,,,,,,,,,,,,,,,,,,
24385, ,,,,,,,,,,,,,,,,,,,
24390, ,,,,,,,,,,,,,,,,,,,
24397, ,,,,,,,,,,,,,,,,,,,
24403, ,,,,,,,,,,,,,,,,,,,
24404, ,,,,,,,,,,,,,,,,,,,
24439, ,,,,,,,,,,,,,,,,,,,
24450, ,,,,,,,,,,,,,,,,,,,
24452, ,,,,,,,,,,,,,,,,,,,
24453, ,,,,,,,,,,,,,,,,,,,
24457, ,,,,,,,,,,,,,,,,,,,
24465, ,,Y,,,,,,,,,,,,,,,,,
24469, ,,,,,,,,,,,,,,,,,,,
24478, ,,,,,,,,,,,,,,,,,,,
24489, ,,,,,,,,,,,,,,,,,,,
24509, ,,,,,,,,,,,,,,,,,,,
2450, ,,,,,,,,,,,,,,,,,,,
24514, ,,,,,,,,,,,,,,,,,,,
24516, ,,,,,,,,,,,,,,,,,,,
24526, ,,,,,,,,,,,,,,,,,,,
24531, ,,,,,,,,,,,,,,,,,,,
24535, ,,,,,,,,,,,,,,,,,,,
24538, ,,,,,,,,,,,,,,,,,,,
24543, ,,,,,,,,,,,,,,,,,,,
24563, ,,,Y,,,Unchecked External Call,,,,,,,,,,,,,
24564, ,,,,,,,,,,,,,,,,,,,
24570, ,,,,,,,,,,,,,,,,,,,
24576, ,,,,,,,,,,,,,,,,,,,
2457, ,,,,Y,,Unspecifed Compiler Version,,,,,,,,,,,,,
24581, ,,,,,,,,,,,,,,,,,,,
24592, ,,,,,,,,,,,,,,,,,,,
24609, ,,,,,,,,,,,,,,,,,,,
24610, ,,,,,,,,,,,,,,,,,,,
24615, ,,,,,,,,,,,,,,,,,,,
24619, ,,Y,,,,,,,,,,,,,,,,,
24633, ,,,,,,,,,,,,,,,,,,,
24636, ,,,,,,,,,,,,,,,,,,,
24641, ,,,,,,,,,,,,,,,,,,,
24644, ,,,,,,,,,,,,,,,,,,,
24649, ,,,,,,,,,,,,,,,,,,,
24650, ,,,,,,,,,,,,,,,,,,,
24659, ,,,,,,,,,,,,,,,,,,,
2466, ,,,,,,,,,,,,,,,,,,,
24674, ,,,,,,,,,,,,,,,,,,,
24675, ,,,,,,,,,,,,,,,,,,,
2468, ,,,,,,,,,,,,,,,,,,,
24693, ,,,,,,,,,,,,,,,,,,,
24694, ,,,,,,,,,,,,,,,,,,,
24713, ,,,,,,,,,,,,,,,,,,,
24743, ,,,,,,,,,,,,,,,,,,,
24746, ,,,,,,,,,,,,,,,,,,,
24757, ,,,,,,,,,,,,,,,,,,,
24760, ,,,,,,,,,,,,,,,,,,,
24769, ,,,,,,,,,,,,,,,,,,,
24787, ,,,,,,,,,,,,,,,,,,,
24788, ,,,,,,,,,,,,,,,,,,,
24796, ,,,,,,,,,,,,,,,,,,,
24797, ,,,,,,,,,,,,,,,,,,,
24807, ,,,,,,,,,,,,,,,,,,,
24809, ,,,,,,,,,,,,,,,,,,,
24812, ,,,,,,,,,,,,,,,,,,,
24814, ,,,,,,,,,,,,,,,,,,,
24820, ,,,,,,,,,,,,,,,,,,,
24825, ,,,Y,,,Unmatched Type Assignment,,,,,,,,,,,,,
24832, ,,,,,,,,,,,,,,,,,,,
24835, ,,,,,,,,,,,,,,,,,,,
24838, ,,,,,,,,,,,,,,,,,,,
2483, ,,,,,,,,,,,,,,,,,,,
24844, ,,,,,,,,,,,,,,,,,,,
24845, ,,,,,,,,,,,,,,,,,,,
24846, ,,,,,,,,,,,,,,,,,,,
24882, ,,,,,,,,,,,,,,,,,,,
24895, ,,,,,,,,,,,,,,,,,,,
24897, ,,,,,,,,,,,,,,,,,,,
24901, ,,,,,,,,,,,,,,,,,,,
24904, ,,,,,,,,,,,,,,,,,,,
24906, ,,,,,,,,,,,,,,,,,,,
24908, ,,,,,,,,,,,,,,,,,,,
24914, ,,,,,,,,,,,,,,,,,,,
24922, ,,,,,Y,,,,,,,,,,,,,,
24929, ,,,,,,,,,,,,,,,,,,,
24937, ,,,Y,,,Misleading Data Location,,,,,,,,,,,,,
24943, ,,,,,,,,,,,,,,,,,,,
24946, ,,,,,,,,,,,,,,,,,,,
24947, ,,,,,,,,,,,,,,,,,,,
24956, ,,,,,,,,,,,,,,,,,,,
24962, ,,,,,,,,,,,,,,,,,,,
24963, ,,,,,,,,,,,,,,,,,,,
24964,Y,,,,,,,,,,,,,,,,,,,
24966, ,,,,,,,,,,,,,,,,,,,
24967, ,,,,,,,,,,,,,,,,,,,
2496, ,,,,,,,,,,,,,,,,,,,
24994, ,,,,,,,,,,,,,,,,,,,
24995, ,,,,,,,,,,,,,,,,,,,
24996, ,,,,,,,,,,,,,,,,,,,
25002, ,,,Y,,,,,,,,,,,,,,,,
25010, ,,,,,,,,,,,,,,,,,,,
25019, ,,,,,,,,,,,,,,,,,,,
25021, ,,,,,,,,,,,,,,,,,,,
25023, ,,,,,,,,,,,,,,,,,,,
25029, ,,,,,,,,,,,,,,,,,,,
25031, ,,,,,,,,,,,,,,,,,,,
25046, ,,,,,,,,,,,,,,,,,,,
25052,Y,,,Y,,,Missing Interrupter,,,,,,,,,,,,,
25053, ,,,,,,,,,,,,,,,,,,,
25054, ,,,,,,,,,,,,,,,,,,,
25056, ,,,,,,,,,,,,,,,,,,,
25057, ,,,Y,,,,,,,,,,,,,,,,
25065, ,,,,,,,,,,,,,,,,,,,
25068, ,,,Y,,,Unchecked External Call,,,,,,,,,,,,,
25074, ,,,,,,,,,,,,,,,,,,,
25077, ,Y,,,,,,,,,,,,,,,,,,
25086, ,,,,,,,,,,,,,,,,,,,
25088, ,,,,,,,,,,,,,,,,,,,
2508, ,,,,,,,,,,,,,,,,,,,
25091, ,,,,,,,,,,,,,,,,,,,
25096, ,,,,,,,,,,,,,,,,,,,
2509, ,,,,,,,,,,,,,,,,,,,
25114, ,,,,,,,,,,,,,,,,,,,
25116, ,,,,,,,,,,,,,,,,,,,
25118, ,,,,,Y,,,,,,,,,,,,,,
25120, ,,,,,,,,,,,,,,,,,,,
25153, ,,,,,,,,,,,,,,,,,,,
25154, ,,,,,,,,,,,,,,,,,,,
25162, ,,,,,,,,,,,,,,,,,,,
25163, ,,,,,,,,,,,,,,,,,,,
25173, ,,,,,,,,,,,,,,,,,,,
25177, ,,,,,,,,,,,,,,,,,,,
25183, ,,,,,,,,,,,,,,,,,,,
25198, ,,,Y,,,Unchecked External Call,,,,,,,,,,,,,
2519, ,,,,,,,,,,,,,,,,,,,
25207, ,,Y,,,,,,,,,,,,,,,,,
25208, ,,,,,,,,,,,,,,,,,,,
25216, ,,,,,,,,,,,,,,,,,,,
25237, ,,,,,,,,,,,,,,,,,,,
25238, ,,,,,,,,,,,,,,,,,,,
25239, ,,,,,,,,,,,,,,,,,,,
25242, ,,,,,,,,,,,,,,,,,,,
25248, ,,,,,,,,,,,,,,,,,,,
25256, ,,,,,,,,,,,,,,,,,,,
25264, ,,Y,,,,,,,,,,,,,,,,,
25271, ,,,,,,,,,,,,,,,,,,,
25283, ,,,,,,,,,,,,,,,,,,,
25285, ,,,,,,,,,,,,,,,,,,,
25288, ,,Y,,,Y,Unmatched ERC-20 Token,,,,,,,,,,,,,
25294, ,,,,,,,,,,,,,,,,,,,
25298, ,,,,,,,,,,,,,,,,,,,
25299, ,,,,,,,,,,,,,,,,,,,
25302, ,,,,,,,,,,,,,,,,,,,
25305, ,,,,,,,,,,,,,,,,,,,
25307, ,,,,,,,,,,,,,,,,,,,
25311, ,,,,,,,,,,,,,,,,,,,
25324, ,,,,,,,,,,,,,,,,,,,
25335, ,,,,,,,,,,,,,,,,,,,
25339, ,,,,,,,,,,,,,,,,,,,
25358,Y,,,Y,,,,,,,,,,,,,,,,
25361, ,,,,,,,,,,,,,,,,,,,
25365, ,,,,,,,,,,,,,,,,,,,
25368, ,,,,,,,,,,,,,,,,,,,
25371, ,,,,,,,,,,,,,,,,,,,
25386, ,,,,,,,,,,,,,,,,,,,
25389, ,,,,,,,,,,,,,,,,,,,
25400, ,,,,Y,,Deprecated APIs,,,,,,,,,,,,,
25415, ,,,,,,,,,,,,,,,,,,,
25422, ,,,,,,,,,,,,,,,,,,,
25425, ,,,,,,,,,,,,,,,,,,,
25426, ,,,,,,,,,,,,,,,,,,,
25433, ,,,,,,,,,,,,,,,,,,,
25445, ,,,,,,,,,,,,,,,,,,,
25454, ,,,,,,,,,,,,,,,,,,,
25459, ,,,,,,,,,,,,,,,,,,,
25462, ,,,,,,,,,,,,,,,,,,,
25464, ,,,,,,,,,,,,,,,,,,,
25471, ,,,,,,,,,,,,,,,,,,,
25473, ,,,,,,,,,,,,,,,,,,,
25484,Y,,,,,,,,,,,,,,,,,,,
25490, ,,,,,,,,,,,,,,,,,,,
25493, ,,Y,,,,,,,,,,,,,,,,,
25498, ,Y,,,,,,,,,,,,,,,,,,
2549, ,,,,,,,,,,,,,,,,,,,
2550, ,,,,,,,,,,,,,,,,,,,
25519, ,,,,,,,,,,,,,,,,,,,
25523, ,,,,,,,,,,,,,,,,,,,
2552, ,,,,,,,,,,,,,,,,,,,
25535, ,,,,,,,,,,,,,,,,,,,
25544, ,,,,,,,,,,,,,,,,,,,
25553, ,,,,,,,,,,,,,,,,,,,
2555, ,,,,,,,,,,,,,,,,,,,
25570, ,,,,,,,,,,,,,,,,,,,
25576, ,,,,,,,,,,,,,,,,,,,
25579, ,,,,,,,,,,,,,,,,,,,
25583, ,,,,,,,,,,,,,,,,,,,
25585, ,,,,,,,,,,,,,,,,,,,
25590, ,,,,,,,,,,,,,,,,,,,
25605, ,,,,,,,,,,,,,,,,,,,
25617, ,,,,,,,,,,,,,,,,,,,
25634, ,,,,,,,,,,,,,,,,,,,
25635, ,,,,,,,,,,,,,,,,,,,
25650, ,,,,,,,,,,,,,,,,,,,
25653, ,,,,,,,,,,,,,,,,,,,
25663, ,,,Y,,,Block Info Dependency,,,,,,,,,,,,,
25668, ,,,,,,,,,,,,,,,,,,,
25678, ,,,,,,,,,,,,,,,,,,,
25682, ,,,Y,,,,,,,,,,,,,,,,
25688, ,,,,,,,,,,,,,,,,,,,
25690, ,Y,,,,,,,,,,,,,,,,,,
25692, ,,,,,,,,,,,,,,,,,,,
25715, ,,,,,,,,,,,,,,,,,,,
25716, ,,,,,,,,,,,,,,,,,,,
25718, ,,,,,,,,,,,,,,,,,,,
25720, ,,,,,,,,,,,,,,,,,,,
25732, ,,,,,,,,,,,,,,,,,,,
25741, ,,,,,,,,,,,,,,,,,,,
25742, ,,,,,,,,,,,,,,,,,,,
25744, ,,,,,,,,,,,,,,,,,,,
25750, ,,,,,,,,,,,,,,,,,,,
25757, ,,,,,,,,,,,,,,,,,,,
25776, ,,,Y,,,Missing Interrupter,,,,,,,,,,,,,
25786, ,,,,,,,,,,,,,,,,,,,
25812, ,,,,,,,,,,,,,,,,,,,
25819, ,,,,,,,,,,,,,,,,,,,
25842, ,,,,,,,,,,,,,,,,,,,
25846, ,,,,,,,,,,,,,,,,,,,
2584, ,,,,,,,,,,,,,,,,,,,
25864, ,,,,,,,,,,,,,,,,,,,
25870, ,,,,,,,,,,,,,,,,,,,
25876, ,,,,,,,,,,,,,,,,,,,
25891,Y,,,,,,,,,,,,,,,,,,,
25908, ,,,,,,,,,,,,,,,,,,,
25916,Y,,,,,,,,,,,,,,,,,,,
25918, ,,,,,,,,,,,,,,,,,,,
25922, ,,,,,,,,,,,,,,,,,,,
25926, ,,,,,,,,,,,,,,,,,,,
2592, ,,,,,,,,,,,,,,,,,,,
25933, ,,,,,,,,,,,,,,,,,,,
25945, ,,,,,,,,,,,,,,,,,,,
25954, ,,,,,,,,,,,,,,,,,,,
25957, ,,,,,,,,,,,,,,,,,,,
25961, ,,,,,,,,,,,,,,,,,,,
25962, ,,,,,,,,,,,,,,,,,,,
25966, ,,,,,,,,,,,,,,,,,,,
25967, ,,,,,,,,,,,,,,,,,,,
25977, ,,,,,Y,Unmatched ERC-20 Token,,,,,,,,,,,,,
25979, ,,,,,,,,,,,,,,,,,,,
25994, ,,,,,,,,,,,,,,,,,,,
26000, ,,,,,,,,,,,,,,,,,,,
26006, ,,,,,,,,,,,,,,,,,,,
2601, ,,,,,,,,,,,,,,,,,,,
26021, ,,,,,,,,,,,,,,,,,,,
2602, ,,,,,,,,,,,,,,,,,,,
26036, ,,,,,,,,,,,,,,,,,,,
26043, ,,,,,,,,,,,,,,,,,,,
26048, ,,,,,,,,,,,,,,,,,,,
26050, ,,,,,,,,,,,,,,,,,,,
26052, ,,,,,,,,,,,,,,,,,,,
26067, ,,,,,,,,,,,,,,,,,,,
26071, ,,,,,,,,,,,,,,,,,,,
26099, ,,,,,,,,,,,,,,,,,,,
26102, ,,,,,,,,,,,,,,,,,,,
26105, ,,,Y,,,Re-entrancy,,,,,,,,,,,,,
26108, ,,,,,,,,,,,,,,,,,,,
26111, ,,,,,,,,,,,,,,,,,,,
26115, ,,,,,,,,,,,,,,,,,,,
26117, ,,,,,,,,,,,,,,,,,,,
26118, ,,,,,,,,,,,,,,,,,,,
26139, ,,,,,,,,,,,,,,,,,,,
26140, ,,,,,,,,,,,,,,,,,,,
26143, ,,,,,,,,,,,,,,,,,,,
2614, ,,,,,,,,,,,,,,,,,,,
26154, ,,,,,,,,,,,,,,,,,,,
26156,Y,,,,,,,,,,,,,,,,,,,
26159, ,,,,Y,,Unspecified Compiler Version,,,,,,,,,,,,,
26160, ,,,,,,,,,,,,,,,,,,,
2616, ,,,,,,,,,,,,,,,,,,,
26174, ,,,,,,,,,,,,,,,,,,,
26177, ,,,,,,,,,,,,,,,,,,,
26185, ,,,,,,,,,,,,,,,,,,,
26186, ,,,,,,,,,,,,,,,,,,,
26191, ,,,,,,,,,,,,,,,,,,,
26197, ,,,,,,,,,,,,,,,,,,,
2619, ,,,,,,,,,,,,,,,,,,,
26210, ,,,,,,,,,,,,,,,,,,,
26218, ,,,,,,,,,,,,,,,,,,,
26224, ,,,,,,,,,,,,,,,,,,,
26226, ,,,,,,,,,,,,,,,,,,,
26239, ,,,,,,,,,,,,,,,,,,,
26254, ,,,,,,,,,,,,,,,,,,,
26257, ,,,,,,,,,,,,,,,,,,,
26264, ,,,,,,,,,,,,,,,,,,,
26266, ,,,,,,,,,,,,,,,,,,,
26276, ,,,,,,,,,,,,,,,,,,,
26279, ,,,,,,,,,,,,,,,,,,,
2627, ,,,,,,,,,,,,,,,,,,,
26284, ,,,,,,,,,,,,,,,,,,,
26288, ,,,,,,,,,,,,,,,,,,,
26297, ,,,,,,,,,,,,,,,,,,,
26300, ,,,,,,,,,,,,,,,,,,,
26305, ,,,,,,,,,,,,,,,,,,,
26308, ,,,,,,,,,,,,,,,,,,,
2630, ,,,,,,,,,,,,,,,,,,,
26311,Y,,,,,,,,,,,,,,,,,,,
26312, ,,,,,,,,,,,,,,,,,,,
26323, ,,,,,,,,,,,,,,,,,,,
26324, ,,,,,,,,,,,,,,,,,,,
26326, ,,,,,,,,,,,,,,,,,,,
26332, ,,,,,,,,,,,,,,,,,,,
26338, ,,,,,,,,,,,,,,,,,,,
26344, ,,,,,,,,,,,,,,,,,,,
26352, ,,,,,,,,,,,,,,,,,,,
26359, ,,,,,,,,,,,,,,,,,,,
26361, ,,,,,,,,,,,,,,,,,,,
26362, ,,,,,,,,,,,,,,,,,,,
26364, ,,,,,,,,,,,,,,,,,,,
26370, ,,,,,,,,,,,,,,,,,,,
26382, ,,,,,,,,,,,,,,,,,,,
26385, ,,,,,,,,,,,,,,,,,,,
26390, ,,,,,,,,,,,,,,,,,,,
26392, ,,,,,,,,,,,,,,,,,,,
26397, ,,,,,,,,,,,,,,,,,,,
26414, ,,,,,,,,,,,,,,,,,,,
26423, ,,,,,,,,,,,,,,,,,,,
26439, ,,,,,,,,,,,,,,,,,,,
26443, ,,,,,,,,,,,,,,,,,,,
26444, ,,,,,,,,,,,,,,,,,,,
26447, ,,,,,,,,,,,,,,,,,,,
26451, ,,,,,,,,,,,,,,,,,,,
26452, ,,,,,,,,,,,,,,,,,,,
26457, ,,,,,,,,,,,,,,,,,,,
26458,Y,Y,,,,,,,,,,,,,,,,,,
26460, ,,,,,,,,,,,,,,,,,,,
26465, ,,,,,,,,,,,,,,,,,,,
26481, ,,,,,,,,,,,,,,,,,,,
2648, ,,,,,,,,,,,,,,,,,,,
26495, ,,,,,,,,,,,,,,,,,,,
26504, ,,,,,,,,,,,,,,,,,,,
26521, ,,,,,,,,,,,,,,,,,,,
26530, ,,,,,,,,,,,,,,,,,,,
26541, ,,,,,,,,,,,,,,,,,,,
26542, ,,,,,,,,,,,,,,,,,,,
26547, ,,,Y,,,,,,,,,,,,,,,,
26556, ,,,,,,,,,,,,,,,,,,,
26559, ,,,Y,,,"Nested Call, DoS Under External Influence",,,,,,,,,,,,,
26561, ,,,,,,,,,,,,,,,,,,,
26563, ,,,,,,,,,,,,,,,,,,,
26568, ,,,,,,,,,,,,,,,,,,,
26570, ,,,,,,,,,,,,,,,,,,,
26572, ,,,,,,,,,,,,,,,,,,,
26577, ,,,,,,,,,,,,,,,,,,,
2657, ,,,,,,,,,,,,,,,,,,,
26582, ,,,,,,,,,,,,,,,,,,,
26583, ,,,,,,,,,,,,,,,,,,,
26585, ,,,,,,,,,,,,,,,,,,,
26598, ,,,,,,,,,,,,,,,,,,,
26602, ,,,,,,,,,,,,,,,,,,,
26617, ,,,,,,,,,,,,,,,,,,,
26618, ,,,,,,,,,,,,,,,,,,,
2661, ,,,,,,,,,,,,,,,,,,,
26625, ,,,,,,,,,,,,,,,,,,,
2664, ,,,,,,,,,,,,,,,,,,,
26650, ,,,,,,,,,,,,,,,,,,,
26656, ,,,,,,,,,,,,,,,,,,,
26677, ,,,,,Y,,,,,,,,,,,,,,
26687, ,,,,,,,,,,,,,,,,,,,
26689, ,,,,,,,,,,,,,,,,,,,
2668, ,,,,,,,,,,,,,,,,,,,
26697, ,,,,,,,,,,,,,,,,,,,
26701, ,,,,,,,,,,,,,,,,,,,
26702, ,,,,,,,,,,,,,,,,,,,
26703, ,,,,,,,,,,,,,,,,,,,
26706, ,,,,,,,,,,,,,,,,,,,
26711, ,,,,,,,,,,,,,,,,,,,
26712, ,,,,,,,,,,,,,,,,,,,
26716, ,,,,,,,,,,,,,,,,,,,
26726, ,,,,,,,,,,,,,,,,,,,
26727, ,,,,,,,,,,,,,,,,,,,
26734, ,,,,,,,,,,,,,,,,,,,
26752, ,,,,,,,,,,,,,,,,,,,
26755, ,,,,,,,,,,,,,,,,,,,
26756, ,,,,,,,,,,,,,,,,,,,
26758, ,,,Y,,,,,,,,,,,,,,,,
26760, ,,,,,,,,,,,,,,,,,,,
26764, ,,,,,,,,,,,,,,,,,,,
26768, ,,,,,,,,,,,,,,,,,,,
26769, ,,,,,,,,,,,,,,,,,,,
26771, ,,,,,,,,,,,,,,,,,,,
26785, ,,,,,,,,,,,,,,,,,,,
26786, ,,,,,,,,,,,,,,,,,,,
26788, ,,,,,,,,,,,,,,,,,,,
26797, ,,,,,,,,,,,,,,,,,,,
267, ,,,,,Y,Hard Code Address,,,,,,,,,,,,,
26801, ,,,,,,,,,,,,,,,,,,,
2680, ,,,,,,,,,,,,,,,,,,,
26811, ,,,,,,,,,,,,,,,,,,,
26820, ,,,,,,,,,,,,,,,,,,,
26822, ,,,,,Y,Unmatched ERC-20 Token,,,,,,,,,,,,,
26831, ,,,,,,,,,,,,,,,,,,,
26832, ,,,,,,,,,,,,,,,,,,,
26835,Y,,,,,,,,,,,,,,,,,,,
2683, ,,,,,,,,,,,,,,,,,,,
26857, ,,,,,,,,,,,,,,,,,,,
26881, ,,,,,,,,,,,,,,,,,,,
26885, ,,,,,,,,,,,,,,,,,,,
26902, ,,,,,,,,,,,,,,,,,,,
26903, ,,,,,,,,,,,,,,,,,,,
26904, ,,,,,,,,,,,,,,,,,,,
26905, ,,,,,,,,,,,,,,,,,,,
26907, ,,,,,,,,,,,,,,,,,,,
26916, ,,,,,,,,,,,,,,,,,,,
26929, ,,,,,,,,,,,,,,,,,,,
26932, ,,,,,,,,,,,,,,,,,,,
2693, ,,,,,,,,,,,,,,,,,,,
26950, ,,Y,,,,,,,,,,,,,,,,,
26955, ,,,,,,,,,,,,,,,,,,,
26961, ,,,,,,,,,,,,,,,,,,,
26963, ,,Y,,,,,,,,,,,,,,,,,
26972, ,,,,,,,,,,,,,,,,,,,
26975, ,,,,,,,,,,,,,,,,,,,
26984, ,,,,,,,,,,,,,,,,,,,
26989, ,,,Y,,,Uncheck External Call,,,,,,,,,,,,,
2699, ,,,,,,,,,,,,,,,,,,,
27000, ,,,,,,,,,,,,,,,,,,,
27010, ,,,,,,,,,,,,,,,,,,,
27011, ,,,,,,,,,,,,,,,,,,,
27012, ,,,,,,,,,,,,,,,,,,,
27028, ,,,,,,,,,,,,,,,,,,,
27030, ,,,,,,,,,,,,,,,,,,,
27047, ,,,,,,,,,,,,,,,,,,,
27049, ,,,,,,,,,,,,,,,,,,,
27059, ,,,Y,,,,,,,,,,,,,,,,
27068, ,,,,,,,,,,,,,,,,,,,
27069, ,,,,,,,,,,,,,,,,,,,
27072, ,,,,,,,,,,,,,,,,,,,
27074, ,,,,,,,,,,,,,,,,,,,
27080, ,,,,,,,,,,,,,,,,,,,
27085, ,,,,,,,,,,,,,,,,,,,
27086, ,,,,,,,,,,,,,,,,,,,
2708, ,,,,,,,,,,,,,,,,,,,
27097, ,,,,,,,,,,,,,,,,,,,
27100, ,,,,,,,,,,,,,,,,,,,
27115, ,,,,,,,,,,,,,,,,,,,
27117, ,,,,,,,,,,,,,,,,,,,
27119, ,,,,,,,,,,,,,,,,,,,
27135, ,,,,,,,,,,,,,,,,,,,
27152, ,,,,,,,,,,,,,,,,,,,
27155, ,,,,,,,,,,,,,,,,,,,
27156, ,,,,,,,,,,,,,,,,,,,
27169, ,,,,,,,,,,,,,,,,,,,
27170, ,,,,,,,,,,,,,,,,,,,
27173, ,,,,,,,,,,,,,,,,,,,
27179, ,,,,,,,,,,,,,,,,,,,
27189, ,,,,,,,,,,,,,,,,,,,
27197, ,,,,,,,,,,,,,,,,,,,
27210, ,,,,,,,,,,,,,,,,,,,
27213, ,,,,,,,,,,,,,,,,,,,
27215, ,,,,,,,,,,,,,,,,,,,
27223, ,,,,,,,,,,,,,,,,,,,
27227, ,,Y,,,,,,,,,,,,,,,,,
27232, ,,,,,,,,,,,,,,,,,,,
27234, ,,,,,,,,,,,,,,,,,,,
27247, ,,,,,,,,,,,,,,,,,,,
27251, ,,,,,,,,,,,,,,,,,,,
27256, ,,,,,,,,,,,,,,,,,,,
27269, ,,,,,,,,,,,,,,,,,,,
27285, ,,,,,,,,,,,,,,,,,,,
27286, ,,,,,,,,,,,,,,,,,,,
27287, ,,,,,,,,,,,,,,,,,,,
27303, ,,Y,Y,,,Misleading Data Location,,,,,,,,,,,,,
27309, ,,,,,,,,,,,,,,,,,,,
27310, ,,,,,,,,,,,,,,,,,,,
27312, ,,,,,,,,,,,,,,,,,,,
27321, ,,Y,,,,,,,,,,,,,,,,,
27324, ,,,Y,,,Misleading Data Location,,,,,,,,,,,,,
27325, ,,,,,,,,,,,,,,,,,,,
27328, ,,,,,,,,,,,,,,,,,,,
27334, ,,,,,,,,,,,,,,,,,,,
27344, ,,,,,,,,,,,,,,,,,,,
27345, ,,,,,,,,,,,,,,,,,,,
27353, ,,,,,,,,,,,,,,,,,,,
27355, ,,,,,,,,,,,,,,,,,,,
27366, ,,,,,,,,,,,,,,,,,,,
27372, ,,,,,,,,,,,,,,,,,,,
27376, ,,,,,,,,,,,,,,,,,,,
27383, ,,,,,,,,,,,,,,,,,,,
27388, ,,,,,,,,,,,,,,,,,,,
27389, ,,,,,,,,,,,,,,,,,,,
27393, ,,,,,,,,,,,,,,,,,,,
27403, ,,,,,,,,,,,,,,,,,,,
27412, ,,,,,,,,,,,,,,,,,,,
27441, ,,,,,,,,,,,,,,,,,,,
27452, ,,,,,,,,,,,,,,,,,,,
27475, ,,,,,,,,,,,,,,,,,,,
27481, ,,,,,,,,,,,,,,,,,,,
27483, ,,,,,,,,,,,,,,,,,,,
27500, ,,,,,,,,,,,,,,,,,,,
27505, ,,,,,,,,,,,,,,,,,,,
27510, ,,,,,,,,,,,,,,,,,,,
27514, ,,,,,,,,,,,,,,,,,,,
27519, ,,,,,,,,,,,,,,,,,,,
2751, ,,,,,,,,,,,,,,,,,,,
27523, ,,Y,,,,,,,,,,,,,,,,,
27538, ,,,,,,,,,,,,,,,,,,,
27539, ,,,,,,,,,,,,,,,,,,,
27556, ,,,,,,,,,,,,,,,,,,,
27574, ,,,,,,,,,,,,,,,,,,,
27578, ,,,,,,,,,,,,,,,,,,,
27584, ,,,,,,,,,,,,,,,,,,,
2759, ,,,,,,,,,,,,,,,,,,,
27613, ,,,Y,,,Block Info Dependency,,,,,,,,,,,,,
27616, ,,,,,,,,,,,,,,,,,,,
2762, ,,,,,,,,,,,,,,,,,,,
27636, ,,,,,,,,,,,,,,,,,,,
27643, ,,,,,,,,,,,,,,,,,,,
27645, ,,,,,,,,,,,,,,,,,,,
27651, ,,,,,,,,,,,,,,,,,,,
27653, ,,,,,,,,,,,,,,,,,,,
27662, ,,,,,,,,,,,,,,,,,,,
27664, ,,,,,,,,,,,,,,,,,,,
27676, ,,,,,,,,,,,,,,,,,,,
27679, ,,,,,,,,,,,,,,,,,,,
27683, ,,,,,,,,,,,,,,,,,,,
